,location,total_sqft,bath,price,bhk
10053,Kudlu,1027.0,2.0,44.0,2
10054,Padmanabhanagar,610.0,2.0,75.0,3
10055,other,1270.0,2.0,57.15,3
10056,Mico Layout,1171.0,2.0,39.0,2
10057,Kothannur,1215.0,2.0,48.6,3
10058,other,600.0,1.0,20.0,1
10059,Whitefield,1180.0,2.0,77.0,2
10060,Electronic City Phase II,1160.0,2.0,33.51,2
10061,other,4382.0,4.0,400.0,4
10062,Whitefield,2140.0,3.0,139.0,3
10063,Yeshwanthpur,1500.0,3.0,100.0,3
10064,Banaswadi,1008.0,2.0,52.0,2
10065,Ambedkar Nagar,1921.0,4.0,129.0,3
10066,Electronic City,1127.0,2.0,32.0,2
10067,Rajaji Nagar,1621.0,3.0,124.0,3
10068,other,2400.0,3.0,360.0,3
10069,other,1030.0,2.0,77.25,3
10070,Whitefield,1314.0,2.0,84.0,2
10071,Choodasandra,1220.0,3.0,56.0,3
10072,Banashankari Stage VI,600.0,3.0,97.0,4
10073,JP Nagar,1590.0,2.0,85.0,3
10074,Shivaji Nagar,703.0,2.0,49.5,2
10075,Hosakerehalli,1795.0,3.0,64.62,3
10076,Gottigere,3000.0,3.0,132.0,4
10077,Sarjapur  Road,4395.0,4.0,242.0,4
10078,Electronic City,825.0,2.0,35.0,2
10079,Yelahanka,4025.0,6.0,350.0,4
10080,other,1254.0,2.0,70.0,3
10081,Ramagondanahalli,2040.0,3.0,114.0,3
10082,Thigalarapalya,2215.0,4.0,154.0,3
10083,Jalahalli,1478.0,2.0,125.0,2
10084,Malleshwaram,2475.0,4.0,337.0,3
10085,other,1669.0,3.0,298.0,3
10086,Nagappa Reddy Layout,1820.0,3.0,79.5,3
10087,Horamavu Agara,1623.0,3.0,89.0,3
10088,Haralur Road,1243.0,2.0,46.0,2
10089,Electronic City,1200.0,2.0,40.5,2
10090,Gottigere,1613.0,3.0,72.0,3
10091,other,1293.0,2.0,80.0,2
10092,Hoskote,1065.0,2.0,28.5,2
10093,Kudlu Gate,940.0,2.0,69.57,2
10094,Sarjapur  Road,1181.0,2.0,65.0,3
10095,Malleshwaram,2215.0,3.0,275.0,3
10096,Marathahalli,1100.0,2.0,75.0,1
10097,other,1050.0,2.0,36.0,2
10098,Subramanyapura,1260.0,2.0,75.0,3
10099,Banashankari Stage II,2800.0,3.0,425.0,5
10100,other,1500.0,3.0,56.0,3
10101,KR Puram,1200.0,6.0,132.0,6
10102,other,1000.0,2.0,66.0,2
10103,Whitefield,1530.0,3.0,73.0,3
10104,HSR Layout,1140.0,2.0,46.0,2
10105,other,1864.0,3.0,115.0,3
10106,Sarjapur,1575.0,3.0,55.0,3
10107,Attibele,1200.0,3.0,105.0,3
10108,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
10109,Sarjapur  Road,1691.0,3.0,100.0,3
10110,other,1200.0,2.0,135.0,2
10111,Electronic City Phase II,1220.0,3.0,35.25,3
10112,Kengeri,600.0,1.0,35.0,1
10113,Whitefield,1160.0,2.0,39.0,2
10114,other,1950.0,2.0,89.5,3
10115,Vittasandra,1650.0,3.0,85.0,3
10116,other,2400.0,4.0,150.0,4
10117,Abbigere,795.0,1.0,32.6,2
10118,other,800.0,5.0,95.0,5
10119,TC Palaya,1400.0,5.0,97.0,5
10120,Kalyan nagar,2285.0,4.0,165.0,3
10121,Haralur Road,1243.0,2.0,46.0,2
10122,other,1263.0,2.0,51.5,2
10123,other,1200.0,4.0,115.0,5
10124,Hennur,1345.0,2.0,69.0,3
10125,other,4400.0,5.0,240.0,5
10126,Electronic City,1360.0,2.0,58.0,3
10127,Sarjapur  Road,1026.0,2.0,60.55,2
10128,other,1050.0,2.0,38.0,2
10129,Uttarahalli,1460.0,3.0,76.0,3
10130,other,1525.0,2.0,91.48,3
10131,Kanakpura Road,1843.0,3.0,85.0,3
10132,Ananth Nagar,1000.0,2.0,25.0,2
10133,Koramangala,1642.0,2.0,115.0,3
10134,TC Palaya,1200.0,2.0,66.0,3
10135,other,975.0,2.0,60.0,2
10136,Bisuvanahalli,1075.0,2.0,44.0,3
10137,Panathur,1210.0,2.0,77.93,2
10138,other,2000.0,3.0,100.0,3
10139,Akshaya Nagar,1225.0,2.0,68.0,2
10140,Jakkur,1290.0,2.0,80.04,2
10141,other,1220.0,2.0,56.0,2
10142,other,1500.0,2.0,85.0,1
10143,Kaggadasapura,1361.0,2.0,79.0,2
10144,Frazer Town,2801.25,4.0,462.0,5
10145,1st Phase JP Nagar,1394.0,2.0,85.0,2
10146,Yelahanka,870.0,2.0,27.0,2
10147,other,5000.0,5.0,300.0,4
10148,Rajaji Nagar,1222.0,2.0,98.0,2
10149,Hebbal,1420.0,2.0,99.39,2
10150,Bellandur,1846.0,3.0,135.0,3
10151,Benson Town,1688.12,2.0,270.0,2
10152,Yeshwanthpur,1167.0,2.0,64.08,2
10153,Ananth Nagar,902.0,2.0,25.0,2
10154,Kannamangala,2422.0,4.0,135.0,4
10155,Rachenahalli,1050.0,2.0,52.5,2
10156,other,1000.0,2.0,50.0,2
10157,Kundalahalli,1260.0,2.0,58.0,2
10158,Banashankari Stage II,3000.0,3.0,450.0,3
10159,Jigani,939.0,2.0,39.0,2
10160,Konanakunte,1590.0,6.0,150.0,9
10161,Jalahalli,600.0,1.0,37.0,1
10162,8th Phase JP Nagar,1298.0,2.0,59.0,2
10163,Marathahalli,1710.0,3.0,135.0,3
10164,Subramanyapura,1000.0,2.0,45.0,2
10165,Ramagondanahalli,3350.0,3.0,150.0,3
10166,other,1200.0,4.0,138.0,2
10167,other,1100.0,2.0,68.0,2
10168,Jalahalli,615.0,1.0,46.0,1
10169,Sarjapur  Road,1350.0,2.0,85.0,2
10170,Sultan Palaya,5000.0,5.0,325.0,4
10171,Cunningham Road,2700.0,3.0,501.0,3
10172,other,4000.0,6.0,460.0,6
10173,Hegde Nagar,1718.0,3.0,130.0,3
10174,7th Phase JP Nagar,1680.0,3.0,112.0,3
10175,Hulimavu,1500.0,2.0,90.0,2
10176,Sarjapur  Road,1157.0,2.0,72.0,3
10177,Akshaya Nagar,1179.0,2.0,51.0,2
10178,Hulimavu,1315.0,2.0,60.48,2
10179,other,1105.0,2.0,28.18,2
10180,Banashankari,1800.0,3.0,175.0,3
10181,Jalahalli East,1010.0,2.0,52.0,2
10182,Electronic City,630.0,1.0,46.0,1
10183,Anekal,1200.0,2.0,36.1,2
10184,Kaval Byrasandra,1025.0,2.0,60.0,2
10185,Hennur Road,1195.0,2.0,59.0,2
10186,Whitefield,1012.0,2.0,58.0,2
10187,Hegde Nagar,1884.0,4.0,118.0,3
10188,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
10189,Kathriguppe,1300.0,3.0,77.99,3
10190,other,2950.0,4.0,250.0,4
10191,Harlur,1710.0,3.0,85.0,3
10192,Uttarahalli,1500.0,3.0,68.0,3
10193,Kodichikkanahalli,1310.0,2.0,53.0,3
10194,Dommasandra,674.0,1.0,19.9,2
10195,Hoodi,1350.0,3.0,70.0,3
10196,other,1464.0,2.0,115.0,3
10197,Marsur,715.0,2.0,29.0,3
10198,Electronic City,1400.0,2.0,40.45,3
10199,Electronic City Phase II,1625.0,2.0,48.75,3
10200,Electronic City,1065.0,2.0,30.76,2
10201,Kumaraswami Layout,510.0,4.0,70.0,6
10202,other,1385.0,3.0,90.0,3
10203,CV Raman Nagar,1040.0,2.0,50.0,2
10204,Haralur Road,1817.0,3.0,110.0,3
10205,other,1205.0,2.0,47.0,2
10206,other,1070.0,2.0,33.43,2
10207,other,1070.0,2.0,52.0,2
10208,Amruthahalli,1340.0,2.0,75.0,2
10209,Kalena Agrahara,980.0,2.0,35.0,2
10210,8th Phase JP Nagar,1006.0,2.0,44.0,2
10211,Thanisandra,1098.0,2.0,71.0,2
10212,Mico Layout,1200.0,2.0,53.5,2
10213,Thigalarapalya,4190.0,4.0,325.0,4
10214,Sarjapur  Road,1019.0,2.0,62.0,2
10215,Whitefield,1150.0,2.0,40.21,2
10216,Anekal,1733.5,3.0,120.0,3
10217,other,1415.0,2.0,120.0,2
10218,other,1750.0,3.0,58.0,3
10219,other,1537.0,3.0,81.0,3
10220,other,1050.0,2.0,45.0,2
10221,Kanakpura Road,1452.0,3.0,55.6,3
10222,Domlur,1246.0,2.0,95.0,2
10223,Yelahanka,1890.0,4.0,85.0,3
10224,Electronic City Phase II,972.0,2.0,40.0,2
10225,other,10624.0,4.0,2340.0,4
10226,Brookefield,1500.0,5.0,160.0,4
10227,Electronic City,630.0,1.0,33.7,1
10228,Kothanur,1050.0,5.0,80.0,8
10229,other,1255.0,2.0,60.0,3
10230,Ramamurthy Nagar,1900.0,4.0,185.0,4
10231,Doddaballapur,2440.0,3.0,142.0,3
10232,Kanakpura Road,1938.0,3.0,92.69,3
10233,Bannerghatta Road,1711.0,3.0,125.0,3
10234,Nagarbhavi,1200.0,4.0,240.0,5
10235,CV Raman Nagar,1392.0,2.0,95.0,2
10236,Haralur Road,1225.0,2.0,77.0,2
10237,Sarjapur  Road,3418.0,3.0,235.0,4
10238,Green Glen Layout,1750.0,3.0,120.0,3
10239,Subramanyapura,1260.0,2.0,80.0,3
10240,Sarjapur  Road,691.0,1.0,31.1,1
10241,BTM 2nd Stage,2400.0,3.0,400.0,4
10242,Haralur Road,1285.0,2.0,78.0,2
10243,Hebbal,1590.0,3.0,96.0,3
10244,9th Phase JP Nagar,1571.0,3.0,65.0,3
10245,Hebbal Kempapura,2800.0,5.0,220.0,5
10246,Garudachar Palya,1060.0,2.0,48.66,2
10247,Hennur,1255.0,2.0,58.0,2
10248,other,702.0,4.0,65.0,4
10249,other,2400.0,2.0,185.0,3
10250,Bannerghatta Road,1520.0,2.0,81.0,3
10251,Kanakpura Road,1530.0,2.0,70.99,3
10252,other,1170.0,2.0,45.51,2
10253,OMBR Layout,1580.0,3.0,75.0,3
10254,Ardendale,1777.26,3.0,89.0,3
10255,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
10256,Kodichikkanahalli,1680.0,2.0,59.0,2
10257,Whitefield,1495.0,2.0,70.0,3
10258,Yelahanka,1835.0,3.0,108.0,3
10259,Banjara Layout,610.0,3.0,60.0,3
10260,other,1080.0,2.0,38.0,2
10261,Electronic City,1025.0,2.0,29.61,2
10262,Haralur Road,1225.0,2.0,67.48,2
10263,Balagere,656.0,1.0,34.77,1
10264,Sarjapur  Road,994.0,2.0,45.0,2
10265,other,1025.0,2.0,65.0,2
10266,Marathahalli,1156.0,2.0,52.0,2
10267,JP Nagar,1250.0,2.0,60.0,2
10268,Kundalahalli,3092.0,4.0,230.0,4
10269,Hegde Nagar,1930.0,4.0,122.0,3
10270,other,1020.0,2.0,70.0,2
10271,Kumaraswami Layout,1310.0,2.0,70.0,3
10272,Jalahalli,612.5,1.0,27.565,1
10273,Kanakpura Road,1322.0,2.0,70.0,2
10274,Kothanur,1160.0,2.0,57.0,2
10275,5th Block Hbr Layout,1100.0,2.0,48.0,2
10276,Lakshminarayana Pura,1720.0,3.0,150.0,3
10277,Hosur Road,1689.0,3.0,103.0,3
10278,Chikkalasandra,1090.0,2.0,47.42,2
10279,KR Puram,2000.0,2.0,75.0,2
10280,other,1155.0,2.0,69.0,2
10281,Vishveshwarya Layout,4000.0,6.0,230.0,6
10282,Sarjapur  Road,3913.0,5.0,176.0,4
10283,Hebbal,3520.0,5.0,320.0,3
10284,JP Nagar,1125.0,2.0,39.98,2
10285,Yelahanka,1847.0,3.0,92.0,3
10286,7th Phase JP Nagar,1515.0,2.0,76.0,3
10287,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
10288,Yelahanka,2500.0,3.0,120.0,5
10289,Sarjapur  Road,1130.0,2.0,55.0,2
10290,Bellandur,1049.0,2.0,51.0,2
10291,Amruthahalli,2650.0,4.0,175.0,3
10292,Varthur Road,850.0,2.0,25.4,2
10293,Badavala Nagar,1842.0,3.0,115.0,3
10294,other,2600.0,5.0,370.0,5
10295,Jakkur,1282.0,2.0,72.0,2
10296,Kalena Agrahara,800.0,2.0,40.0,2
10297,other,1200.0,4.0,240.0,4
10298,Chandapura,1190.0,2.0,30.35,3
10299,Magadi Road,1318.0,2.0,68.0,3
10300,Kanakpura Road,1698.0,2.0,105.0,2
10301,other,2030.0,2.0,182.0,3
10302,Kammasandra,1276.0,2.0,31.9,3
10303,other,1555.0,2.0,67.0,3
10304,Sarjapur  Road,1881.0,3.0,145.0,3
10305,other,2900.0,3.0,325.0,3
10306,Yelahanka,1890.0,3.0,109.0,3
10307,other,900.0,5.0,135.0,5
10308,Old Madras Road,935.0,2.0,32.0,2
10309,Cox Town,1000.0,2.0,58.0,2
10310,Singasandra,1510.0,3.0,75.0,3
10311,Uttarahalli,1120.0,2.0,50.0,2
10312,Ananth Nagar,930.0,2.0,25.99,2
10313,Electronic City,1160.0,2.0,42.0,3
10314,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
10315,Talaghattapura,1175.0,2.0,62.0,2
10316,Bellandur,1350.0,2.0,63.0,3
10317,Malleshwaram,2215.0,3.0,330.0,3
10318,Attibele,996.0,2.0,24.9,2
10319,Anjanapura,1076.0,2.0,30.13,2
10320,other,2180.0,4.0,115.0,4
10321,Kasavanhalli,1715.0,3.0,112.0,3
10322,Hebbal,1072.0,2.0,45.0,2
10323,Panathur,1230.0,2.0,80.0,2
10324,Murugeshpalya,1600.0,2.0,65.0,3
10325,Thanisandra,1411.0,3.0,93.25,3
10326,Rayasandra,3600.0,5.0,145.0,5
10327,Jalahalli,2404.0,3.0,138.0,3
10328,Sahakara Nagar,1200.0,4.0,190.0,4
10329,Nagarbhavi,1200.0,3.0,226.0,3
10330,Doddathoguru,1208.0,3.0,45.0,3
10331,Yeshwanthpur,1700.0,5.0,300.0,5
10332,Haralur Road,1225.0,2.0,69.84,2
10333,Hebbal,1162.0,2.0,69.0,2
10334,Thanisandra,1262.0,2.0,65.0,3
10335,other,1050.0,2.0,35.0,2
10336,Electronic City Phase II,1160.0,2.0,33.51,2
10337,Channasandra,1500.0,3.0,61.95,3
10338,other,1610.0,3.0,85.0,3
10339,Whitefield,1340.0,2.0,41.0,2
10340,Sarjapur  Road,2275.0,4.0,182.0,3
10341,Budigere,1162.0,2.0,58.0,2
10342,other,1500.0,2.0,145.0,2
10343,other,3150.0,3.0,135.0,4
10344,Hosa Road,1170.0,2.0,65.0,2
10345,Sarjapur  Road,980.0,2.0,25.0,2
10346,Channasandra,1800.0,3.0,60.0,3
10347,Banashankari Stage VI,1423.0,2.0,71.73,3
10348,Kaggadasapura,1106.0,2.0,40.0,2
10349,Kereguddadahalli,1105.0,2.0,27.6,2
10350,Cunningham Road,7500.0,6.0,1800.0,4
10351,other,1255.0,2.0,56.7,2
10352,Sarjapur  Road,1525.0,2.0,65.0,3
10353,Babusapalaya,1061.0,2.0,38.95,2
10354,other,600.0,2.0,29.5,2
10355,Electronic City Phase II,1400.0,2.0,40.45,3
10356,Domlur,2100.0,3.0,145.0,3
10357,Electronic City,660.0,1.0,16.5,2
10358,Kengeri,633.0,1.0,18.0,2
10359,Indira Nagar,1260.0,2.0,120.0,2
10360,ITPL,907.0,2.0,55.43,2
10361,Hennur Road,2047.0,3.0,67.55,3
10362,other,2597.0,4.0,189.0,4
10363,Bellandur,1211.0,2.0,63.0,2
10364,Hennur Road,1904.0,3.0,129.0,3
10365,Balagere,1205.0,2.0,73.87,2
10366,Yeshwanthpur,1164.0,2.0,64.08,2
10367,other,1410.0,2.0,73.0,2
10368,other,1150.0,2.0,42.0,2
10369,other,1170.0,2.0,53.11,2
10370,Hennur,1420.0,2.0,62.0,2
10371,Panathur,1125.0,2.0,45.0,2
10372,NRI Layout,1789.0,3.0,75.0,3
10373,Hulimavu,1021.0,2.0,76.0,2
10374,Ananth Nagar,1074.0,2.0,26.85,2
10375,Kalena Agrahara,1222.0,2.0,48.0,2
10376,Hennur Road,1981.0,3.0,134.0,3
10377,Yelachenahalli,1103.0,2.0,55.0,2
10378,other,1201.0,2.0,65.0,2
10379,Sarjapur  Road,970.0,2.0,36.0,2
10380,Sarjapur,920.0,2.0,33.0,2
10381,Yeshwanthpur,1520.0,3.0,85.0,3
10382,other,675.0,3.0,75.0,3
10383,Sonnenahalli,1268.0,2.0,75.0,3
10384,other,660.0,1.0,30.0,1
10385,Harlur,1755.0,3.0,115.0,3
10386,Hoskote,945.0,2.0,35.0,2
10387,8th Phase JP Nagar,500.0,1.0,33.0,1
10388,Harlur,2820.0,4.0,153.5,4
10389,Bommenahalli,1632.0,3.0,140.0,4
10390,Rachenahalli,1167.0,2.0,37.5,2
10391,Domlur,1276.0,2.0,80.0,2
10392,Thanisandra,1234.0,2.0,51.0,2
10393,Lakshminarayana Pura,1180.0,2.0,75.0,2
10394,ISRO Layout,1370.0,2.0,87.0,3
10395,Chandapura,1015.0,2.0,25.88,2
10396,other,1200.0,9.0,230.0,9
10397,Electronic City,1400.0,3.0,90.0,3
10398,Whitefield,1500.0,6.0,155.0,5
10399,other,1050.0,2.0,40.0,2
10400,Ramagondanahalli,1251.0,2.0,46.0,2
10401,Yeshwanthpur,1677.0,3.0,92.13,3
10402,Sarjapur  Road,1346.0,2.0,67.38,2
10403,Electronic City Phase II,1090.0,2.0,31.48,2
10404,2nd Stage Nagarbhavi,1200.0,4.0,240.0,5
10405,Kanakapura,1290.0,2.0,51.1,3
10406,Rajaji Nagar,7514.0,7.0,1500.0,5
10407,Sarjapur  Road,1881.0,3.0,145.0,3
10408,Garudachar Palya,1150.0,2.0,52.0,2
10409,Sarjapur,2690.0,3.0,295.0,3
10410,Kanakpura Road,1200.0,2.0,42.0,3
10411,Dairy Circle,2735.0,4.0,340.0,3
10412,other,950.0,2.0,65.0,2
10413,Bommasandra Industrial Area,1491.0,3.0,40.5,3
10414,Ramamurthy Nagar,1050.0,2.0,51.66,2
10415,Hoodi,1660.0,3.0,131.0,3
10416,Nagavarapalya,1134.0,2.0,55.0,2
10417,Hebbal,1100.0,2.0,60.0,2
10418,Magadi Road,800.0,4.0,60.0,4
10419,Anekal,1200.0,2.0,36.1,2
10420,Nagarbhavi,1200.0,4.0,240.0,4
10421,other,980.0,3.0,80.0,3
10422,other,1080.0,2.0,37.8,2
10423,CV Raman Nagar,705.0,2.0,50.0,1
10424,other,1200.0,2.0,35.0,3
10425,Anandapura,1200.0,2.0,50.0,2
10426,Talaghattapura,1804.0,3.0,127.0,3
10427,other,750.0,2.0,20.0,2
10428,other,420.0,1.0,25.0,2
10429,Malleshwaram,2800.0,4.0,252.0,4
10430,Battarahalli,1090.0,2.0,38.37,2
10431,R.T. Nagar,1500.0,2.0,230.0,2
10432,Electronic City,1287.0,3.0,55.0,3
10433,Thigalarapalya,2215.0,4.0,157.0,3
10434,Kadubeesanahalli,2800.0,4.0,375.0,4
10435,Sarjapur  Road,1045.0,2.0,42.15,2
10436,Hormavu,1263.0,2.0,47.36,2
10437,Whitefield,1431.0,3.0,85.0,3
10438,Dommasandra,999.0,2.0,32.9,2
10439,Vittasandra,1650.0,3.0,85.5,3
10440,other,1535.0,3.0,72.0,3
10441,Marathahalli,2524.0,5.0,180.0,4
10442,Kanakpura Road,1300.0,3.0,69.0,3
10443,other,600.0,3.0,125.0,3
10444,7th Phase JP Nagar,2095.0,3.0,150.0,3
10445,Yelahanka New Town,284.0,1.0,8.0,1
10446,Ananth Nagar,500.0,1.0,14.0,1
10447,other,1265.0,2.0,68.0,2
10448,Kudlu Gate,1215.0,2.0,44.96,2
10449,Yelahanka New Town,2200.0,2.0,180.0,2
10450,Electronics City Phase 1,1028.0,2.0,51.0,2
10451,Hegde Nagar,1835.0,2.0,92.0,3
10452,Munnekollal,1800.0,3.0,65.0,3
10453,1st Phase JP Nagar,2077.0,3.0,175.0,3
10454,Sarjapur  Road,2880.0,3.0,211.0,4
10455,other,499.0,5.0,89.0,6
10456,Dasanapura,708.0,2.0,31.15,2
10457,Basavangudi,1200.0,2.0,120.0,2
10458,Hosakerehalli,925.0,2.0,46.25,2
10459,Bannerghatta Road,2826.0,3.0,148.0,3
10460,Kanakpura Road,458.0,1.0,33.66,1
10461,other,3500.0,4.0,150.0,4
10462,other,5400.0,4.0,250.0,4
10463,other,1000.0,5.0,200.0,4
10464,Amruthahalli,1450.0,2.0,90.0,3
10465,Kasavanhalli,1100.0,2.0,65.0,2
10466,Kadubeesanahalli,1185.0,2.0,55.0,2
10467,9th Phase JP Nagar,1900.0,4.0,80.0,4
10468,TC Palaya,1200.0,2.0,70.0,2
10469,other,660.0,1.0,35.0,1
10470,Ambedkar Nagar,1920.0,4.0,121.0,3
10471,Jalahalli,1200.0,2.0,130.0,2
10472,Sarjapur  Road,3418.0,2.0,222.0,4
10473,1st Phase JP Nagar,4550.0,2.0,240.0,4
10474,Bhoganhalli,1205.0,2.0,68.32,2
10475,Haralur Road,1200.0,2.0,46.0,2
10476,Akshaya Nagar,1421.0,2.0,73.0,3
10477,6th Phase JP Nagar,1250.0,3.0,48.9,3
10478,Whitefield,524.0,1.0,29.0,1
10479,HSR Layout,4200.0,5.0,245.0,5
10480,Thubarahalli,1540.0,3.0,90.0,3
10481,Sarjapur  Road,984.0,2.0,45.91,2
10482,Rachenahalli,985.0,2.0,50.17,2
10483,Whitefield,2830.0,4.0,161.0,4
10484,other,1140.0,2.0,60.0,2
10485,5th Block Hbr Layout,3600.0,5.0,130.0,5
10486,Begur Road,1410.0,2.0,44.42,3
10487,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
10488,Devanahalli,1360.0,2.0,62.425,2
10489,Electronic City,1800.0,3.0,700.0,4
10490,Dasarahalli,1333.0,2.0,86.65,2
10491,Electronic City,1258.0,2.0,85.5,2
10492,other,1458.0,2.0,87.0,3
10493,Electronic City,1386.0,2.0,85.0,2
10494,Electronic City Phase II,1140.0,2.0,32.92,2
10495,Electronic City,550.0,1.0,27.0,1
10496,Lakshminarayana Pura,1200.0,2.0,83.0,2
10497,other,1081.0,2.0,39.0,2
10498,Whitefield,2135.0,3.0,149.0,4
10499,Whitefield,2500.0,4.0,100.0,4
10500,other,1178.0,2.0,80.0,2
10501,Devarachikkanahalli,991.0,2.0,40.0,2
10502,Gottigere,1493.0,2.0,90.0,3
10503,Subramanyapura,2495.0,3.0,130.0,3
10504,Kammasandra,1080.0,2.0,31.99,2
10505,Dasanapura,814.0,2.0,53.0,2
10506,Electronic City,1025.0,2.0,50.0,2
10507,Bannerghatta Road,1115.0,2.0,61.0,2
10508,Whitefield,3075.0,2.0,188.0,4
10509,other,1900.0,3.0,162.0,7
10510,Whitefield,1760.0,3.0,160.0,3
10511,other,4000.0,8.0,150.0,7
10512,Marathahalli,3090.0,4.0,350.0,4
10513,other,2700.0,4.0,295.0,4
10514,other,1175.0,2.0,52.86,2
10515,Hebbal,4235.0,5.0,364.0,4
10516,KR Puram,1100.0,2.0,45.0,2
10517,Banashankari Stage VI,1200.0,7.0,175.0,8
10518,Banashankari,1450.0,2.0,50.75,2
10519,6th Phase JP Nagar,1810.0,3.0,131.0,3
10520,Gunjur Palya,1426.0,2.0,71.0,3
10521,Sector 7 HSR Layout,2400.0,2.0,195.0,3
10522,Kalyan nagar,1100.0,2.0,70.0,2
10523,Electronic City Phase II,650.0,1.0,35.0,1
10524,Old Madras Road,1350.0,3.0,47.25,3
10525,Kaikondrahalli,900.0,2.0,27.0,2
10526,Billekahalli,1360.0,2.0,110.0,2
10527,Yeshwanthpur,674.0,1.0,36.85,1
10528,Whitefield,1655.0,3.0,110.0,3
10529,other,1300.0,2.0,95.0,2
10530,other,936.0,1.0,53.0,1
10531,other,1277.0,2.0,92.0,2
10532,other,1200.0,2.0,54.0,2
10533,Hormavu,1015.0,2.0,39.08,2
10534,Budigere,1153.0,2.0,60.0,2
10535,Kengeri,1035.0,2.0,51.5,2
10536,KR Puram,3300.0,3.0,255.0,5
10537,Uttarahalli,1150.0,2.0,46.0,2
10538,Malleshwaram,1020.0,2.0,80.0,2
10539,Old Madras Road,3715.0,6.0,212.5,4
10540,8th Phase JP Nagar,1160.0,2.0,95.0,2
10541,Bisuvanahalli,1075.0,2.0,31.0,3
10542,Brookefield,1225.0,2.0,72.0,2
10543,Benson Town,5000.0,5.0,950.0,4
10544,other,1600.0,2.0,160.0,2
10545,Malleshwaram,600.0,1.0,90.0,2
10546,Nagappa Reddy Layout,1350.0,3.0,60.0,3
10547,Kanakpura Road,1300.0,3.0,69.0,3
10548,Channasandra,830.0,2.0,36.28,2
10549,Hennur Road,1155.0,2.0,69.18,2
10550,Sarakki Nagar,3126.0,5.0,345.0,4
10551,Jalahalli,905.0,2.0,55.0,2
10552,Vijayanagar,1375.0,2.0,75.0,3
10553,other,1575.0,2.0,31.11,2
10554,Electronic City,1140.0,2.0,33.84,2
10555,Hormavu,1550.0,2.0,60.0,3
10556,Kannamangala,957.0,2.0,55.0,2
10557,9th Phase JP Nagar,890.0,2.0,45.0,2
10558,KR Puram,3000.0,4.0,235.0,4
10559,Electronic City,1070.0,2.0,55.0,2
10560,other,2400.0,5.0,150.0,5
10561,other,2400.0,4.0,595.0,4
10562,Rachenahalli,925.0,2.0,37.0,2
10563,Kammasandra,1415.0,2.0,60.0,2
10564,other,500.0,2.0,80.0,1
10565,Thanisandra,1225.0,2.0,37.0,2
10566,Hennur Road,2000.0,4.0,90.0,4
10567,Whitefield,840.0,1.0,57.0,1
10568,Banashankari Stage III,1560.0,9.0,200.0,9
10569,Thanisandra,1732.0,3.0,112.0,3
10570,Parappana Agrahara,1200.0,1.0,45.0,1
10571,Bhoganhalli,1260.0,2.0,69.9,2
10572,other,1092.0,2.0,49.0,2
10573,other,827.0,2.0,34.0,2
10574,Horamavu Banaswadi,1357.0,2.0,54.0,2
10575,Chamrajpet,650.0,1.0,40.0,2
10576,7th Phase JP Nagar,1370.0,2.0,54.79,3
10577,Whitefield,1725.0,3.0,106.0,3
10578,Jalahalli,1000.0,2.0,70.0,2
10579,TC Palaya,1350.0,1.0,55.0,1
10580,7th Phase JP Nagar,3200.0,4.0,350.0,4
10581,Bellandur,1717.0,3.0,110.0,3
10582,Kanakpura Road,700.0,2.0,34.0,2
10583,other,800.0,2.0,32.0,2
10584,Rajaji Nagar,2367.0,4.0,340.0,3
10585,Sonnenahalli,1415.0,2.0,65.0,3
10586,7th Phase JP Nagar,1976.0,3.0,145.0,3
10587,Kambipura,883.0,2.0,37.01,2
10588,Yelahanka,700.0,1.0,38.0,1
10589,Sarjapur,1445.0,3.0,50.0,3
10590,Battarahalli,2082.0,3.0,104.0,3
10591,HSR Layout,1140.0,2.0,46.0,2
10592,Thanisandra,933.0,2.0,66.0,2
10593,NRI Layout,800.0,5.0,95.5,4
10594,Electronic City Phase II,1155.0,2.0,57.0,2
10595,Whitefield,1130.0,2.0,36.0,2
10596,Bannerghatta,1200.0,2.0,73.2,2
10597,other,1055.0,2.0,43.0,2
10598,Rajaji Nagar,1555.0,3.0,125.0,3
10599,Bellandur,1420.0,3.0,62.0,3
10600,other,2214.0,3.0,350.0,3
10601,Devanahalli,658.0,1.0,26.91,1
10602,Bhoganhalli,896.9,2.0,78.74,2
10603,Giri Nagar,4000.0,3.0,750.0,4
10604,KR Puram,1035.0,2.0,40.0,2
10605,Whitefield,2064.0,5.0,225.0,4
10606,other,1839.0,3.0,160.0,3
10607,Begur Road,1200.0,2.0,44.0,2
10608,Yelahanka New Town,488.0,1.0,20.0,1
10609,Banashankari Stage II,1200.0,2.0,198.0,3
10610,other,2760.0,5.0,140.0,5
10611,Gunjur Palya,993.0,2.0,42.0,2
10612,Hoodi,1225.0,2.0,45.0,2
10613,TC Palaya,900.0,2.0,55.0,2
10614,Sompura,825.0,2.0,32.0,2
10615,Bellandur,3596.0,4.0,359.0,4
10616,other,1350.0,4.0,203.0,6
